text_id,code_id,code_name,text,original_code,replicated_code,model_code,reason,new_model_code
12,1,HSTG,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,Yes,"The tweet includes the hashtag #DNCserver, which is a clear use of a hashtag.",No
12,2,ATSN,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,There are no at signs (@) used in this tweet.,No
12,3,CRIT,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,Yes,Yes,Yes,"In this tweet, Donald Trump is criticizing John Podesta for not giving the DNC server to the FBI and CIA. Therefore, the code ""Yes"" is applicable as he is criticizing another person.",Yes
12,4,MEDI,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,"The tweet does not make any derogatory or condescending statements about the news media or individual journalists. It is focused on John Podesta and the DNC server. Therefore, the code is ""No"".",No
12,5,FAMY,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is focused on John Podesta and the DNC server.,No
12,6,PLCE,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,The tweet does not reference the police or individual police officers. It is focused on John Podesta and the DNC server.,No
12,7,MAGA,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is focused on John Podesta and the DNC server, so it should be coded as ""No"".",Yes
12,8,CAPT,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,"This tweet does not contain any words in all capital letters, nor does it use capital letters for emphasis. Therefore, it does not meet the criteria for a ""Yes"" code in the capital letters category.",Yes
12,9,INDV,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,Yes,Yes,Yes,"The tweet references John Podesta, a specific individual, and therefore should be coded as a ""Yes"" for referencing an individual person.",Yes
12,10,MARG,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,The tweet does not explicitly reference any marginalized group or groups.,No
12,11,INTN,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It also does not discuss trade or NATO. The tweet is focused on a domestic issue related to the DNC server and does not meet the criteria for the international topics code.",No
12,12,PRTY,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,Yes,Yes,"The tweet references the DNC (Democratic National Committee) which is a political party in the US. Therefore, it falls under the ""References to Democrat or Liberal"" category in the codebook and should be coded as ""Yes"".",Yes
12,13,IMMG,Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!,No,No,No,"The tweet does not reference immigration in the US or any related topics such as the wall, southern border, ICE, separation of families, or the travel ban. Therefore, the code ""No"" is the most applicable.",No
13,1,HSTG,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,Yes,"The tweet includes the hashtag #CaliforniaWildfires, which is a clear use of a hashtag.",No
13,2,ATSN,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,There are no at signs (@) used in this tweet.,No
13,3,CRIT,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,"The tweet does not criticize another person or idea, but rather expresses sympathy and support for those affected by the California wildfires. Therefore, the most applicable code is ""No"".",No
13,4,MEDI,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is a message of support and condolences for those affected by the California wildfires. Therefore, the code is ""No"".",No
13,5,FAMY,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,The tweet does not reference any members of Donald Trump's immediate family. It only expresses condolences and support for those affected by the California wildfires.,No
13,6,PLCE,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,The tweet does not reference the police or individual police officers. It is focused on the wildfires in California and expressing support for those affected by them.,No
13,7,MAGA,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is focused on the California wildfires and expressing condolences for those affected. Therefore, the code is ""No"".",No
13,8,CAPT,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,There are no words in all capital letters in this tweet.,Yes
13,9,INDV,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,"This tweet does not reference any individual person, but rather mentions groups of people affected by the California wildfires. Therefore, the code for referencing an individual person does not apply.",No
13,10,MARG,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,The tweet does not reference any marginalized group or groups. It is a message of support and condolences for those affected by the California wildfires.,No
13,11,INTN,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,"The tweet does not reference any international topics outside of the USA, nor does it mention any other countries or international leaders. It solely focuses on the wildfires in California and the people affected by them.",No
13,12,PRTY,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,"This tweet does not reference any US political parties or ideologies, so it does not meet the criteria for a ""Yes"" code in the codebook.",No
13,13,IMMG,More than 4000 are fighting the Camp and Woolsey Fires in California that have burned over 170000 acres. Our hearts are with those fighting the fires the 52000 who have evacuated and the families of the 11 who have died. The destruction is catastrophic. God Bless them all.,No,No,No,The tweet does not reference immigration in the US. It is focused on the wildfires in California and expressing condolences for those affected.,No
14,1,HSTG,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,Yes,"The tweet includes a hashtag (#RESPECT) which is not a hyperlink, indicating the use of a hashtag. Therefore, the code ""Yes"" is applicable.",Yes
14,2,ATSN,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,There are no at signs (@) used in this tweet. The tweet only includes a hyperlink and an emoji.,No
14,3,CRIT,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,"The tweet does not criticize another person or idea, but rather praises Usain Bolt for showing respect for the National Anthem. Therefore, the code 'No' is most applicable.",Yes
14,4,MEDI,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is a statement about Usain Bolt showing respect for the national anthem. Therefore, the code is ""No"".",No
14,5,FAMY,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,The tweet does not reference any members of Donald Trump's immediate family.,No
14,6,PLCE,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,"The tweet does not reference the police or individual police officers. It is about Usain Bolt showing respect for the national anthem. Therefore, the ""police"" code is not applicable.",No
14,7,MAGA,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It only mentions respect for the national anthem and a famous athlete from Jamaica. Therefore, the most applicable code is ""No"".",Yes
14,8,CAPT,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,Yes,Yes,No,"The tweet does not contain any words in all capital letters, and any use of capital letters is for proper nouns or emphasis. Therefore, the ""Yes"" code does not apply.",Yes
14,9,INDV,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,Yes,Yes,"The tweet references Usain Bolt, an individual person, and therefore should be coded as a ""Yes"" for referencing an individual person.",Yes
14,10,MARG,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,The tweet does not explicitly reference any marginalized group. It is simply a statement about Usain Bolt showing respect for the national anthem.,Yes
14,11,INTN,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,Yes,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It does not discuss trade or NATO either. The tweet is about Usain Bolt, a Jamaican athlete, but it does not mention anything related to international affairs. Therefore, the code ""No"" is the most applicable.",Yes
14,12,PRTY,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,"This tweet does not reference any US political parties or ideologies. It is simply a statement about Usain Bolt and the National Anthem. Therefore, it does not meet the criteria for a ""Yes"" code in the codebook.",No
14,13,IMMG,Even Usain Bolt from Jamaica one of the greatest runners and athletes of all time showed RESPECT for our National Anthem! ???????? https://t.co/zkenuAP9RS,No,No,No,The tweet does not reference immigration in the US in any way. It is simply a comment on Usain Bolt's respect for the national anthem.,No
15,1,HSTG,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,There are no hashtags used in this tweet.,No
15,2,ATSN,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,There are no at signs (@) used in this tweet.,No
15,3,CRIT,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,Yes,Yes,No,"The tweet does not criticize another person or idea, but rather expresses a positive sentiment about a meeting with Republican Senators regarding healthcare. Therefore, the code 'No' is most applicable.",Yes
15,4,MEDI,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is focused on a meeting with Republican Senators regarding healthcare and a comparison to the Affordable Care Act (also known as Obamacare). Therefore, the code is ""No"".",No
15,5,FAMY,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet.,No
15,6,PLCE,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,"The tweet does not reference the police or individual police officers in any way. It is focused on a meeting with Republican Senators about healthcare. Therefore, the ""police"" code is not applicable.",No
15,7,MAGA,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It only mentions a ""great meeting"" and a comparison to ""OCare"". Therefore, the code for this tweet is ""No"".",Yes
15,8,CAPT,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,Yes,"There are no words in all caps in this tweet. The words ""Republican Senators"" and ""HealthCare"" are capitalized, but not in all caps. Therefore, the ""No"" code is the most applicable.",Yes
15,9,INDV,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,"This tweet does not reference any individual person, so it does not meet the criteria for a ""Yes"" code. The tweet is focused on a group (Republican Senators) and a policy issue (HealthCare), rather than any specific person.",No
15,10,MARG,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,The tweet does not reference any marginalized group or groups. It is focused on a meeting with Republican Senators regarding healthcare.,No
15,11,INTN,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only discusses a meeting with Republican Senators regarding healthcare. Therefore, the code ""No"" is the most applicable.",No
15,12,PRTY,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,Yes,Yes,Yes,"The tweet explicitly references Republican Senators, indicating a clear reference to the Republican party. Therefore, the code ""Yes"" is applicable.",Yes
15,13,IMMG,I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right unlike OCare!,No,No,No,"The tweet does not reference immigration in any way, so the code ""No"" is the most applicable.",No
16,1,HSTG,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"There are no hashtags used in this tweet. The only link included is a hyperlink to a video, which is not considered a hashtag. Therefore, the code for ""hashtags used"" would be ""No"".",No
16,2,ATSN,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"There are no at signs (@) present in this tweet. The only mention of other Twitter users is through a hyperlink, which is excluded from the decision. Therefore, the ""No"" code is most applicable.",No
16,3,CRIT,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not criticize another person or idea, it is simply a message expressing love and apology to those who were not able to get into the arena. Therefore, the most applicable code is 'No'.",No
16,4,MEDI,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is a message of apology to people who were not able to get into a packed arena. Therefore, the code is ""No"".",No
16,5,FAMY,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,The tweet does not reference any members of Donald Trump's immediate family.,No
16,6,PLCE,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not reference the police or any related topic. It is a message apologizing to people who were not able to get into a packed arena. Therefore, the ""Does this tweet reference the police?"" code is not applicable.",No
16,7,MAGA,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is a message apologizing to people who were not able to get into a packed arena. Therefore, the code for this tweet is ""No"".",No
16,8,CAPT,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,Yes,Yes,No,"This tweet does not contain any words in all capital letters, and any capitalization used is not for emphasis. Additionally, there are no hashtags or links present in the tweet. Therefore, the code for words in all capital letters does not apply to this tweet.",Yes
16,9,INDV,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not reference any individual person, so it does not meet the criteria for a ""Yes"" code in the individual person category.",No
16,10,MARG,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not reference any marginalized group or groups. It is a general statement about people wanting to get into an arena. Therefore, it does not meet the criteria for a ""Yes"" code.",No
16,11,INTN,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, international leaders, trade, or NATO. It is a simple apology to people who were not able to get into a packed arena. Therefore, the code ""No"" is the most applicable.",No
16,12,PRTY,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"This tweet does not reference any US political parties or ideologies, so it does not meet the criteria for a ""Yes"" code in the codebook.",No
16,13,IMMG,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not reference immigration in the US or any related topics. It is a message apologizing to people who were not able to get into a packed arena. Therefore, the most applicable code is ""No"".",No
17,1,HSTG,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,There are no hashtags used in this tweet.,No
17,2,ATSN,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,There are no at signs (@) used in this tweet.,No
17,3,CRIT,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"The tweet does not criticize another person or idea, but rather provides context about a past interaction with Anthony Scaramucci. Therefore, the most applicable code is ""No"".",Yes
17,4,MEDI,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"This tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is simply a statement about Anthony Scaramucci's endorsement of Trump. Therefore, the code is ""No"".",No
17,5,FAMY,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet only mentions Anthony Scaramucci and Donald Trump himself. Therefore, the code for family reference should be ""No"".",No
17,6,PLCE,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,The tweet does not reference the police or individual police officers in any way.,No
17,7,MAGA,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is simply a statement about Anthony Scaramucci's endorsement. Therefore, the code for this tweet is ""No"".",Yes
17,8,CAPT,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"The tweet does not contain any words in all capital letters, so it does not meet the criteria for a ""Yes"" code.",Yes
17,9,INDV,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,Yes,Yes,Yes,"The tweet references Anthony Scaramucci by name, so it qualifies as a reference to an individual person.",Yes
17,10,MARG,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,The tweet does not reference any marginalized group or groups. It is simply a statement about Anthony Scaramucci's endorsement of Donald Trump.,No
17,11,INTN,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"This tweet does not reference any international topics outside of the USA, other countries, or international leaders. It does not discuss trade or NATO either. Therefore, the code ""No"" is the most applicable.",No
17,12,PRTY,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,Yes,Yes,Yes,"The tweet mentions the Republican Primaries, which is a clear reference to the US political party. Therefore, the code ""Yes"" is applicable.",Yes
17,13,IMMG,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,The tweet does not reference immigration in the US.,No
18,1,HSTG,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,Yes,"The tweet includes the hashtag #SpecialCounsel, which is a form of metadata used to categorize and organize tweets on Twitter. Therefore, the code ""Yes"" is applicable.",No
18,2,ATSN,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,Yes,"The tweet includes an at sign (@) in the name ""Lou Dobbs"".",No
18,3,CRIT,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,Yes,No,Yes,"The tweet includes criticism of the Special Counsel and the Democratic Party, suggesting that they should be investigated instead. This qualifies as criticism of another entity, so the code 'Yes' is applicable.",No
18,4,MEDI,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,Yes,"The tweet includes a quote from Lou Dobbs, a Fox News host who has been known to make derogatory statements about the news media. The quote itself includes language that is critical of the Special Counsel and the Democrats, which can be seen as a derogatory statement about the news media. Therefore, this tweet is coded as ""Yes"" for making derogatory statements about the news media.",No
18,5,FAMY,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet.,No
18,6,PLCE,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,"The tweet does not reference the police or individual police officers. It is about the Special Counsel and the Democrats. Therefore, the ""Does this tweet reference the police?"" code is not applicable.",No
18,7,MAGA,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is a comment on the investigation into collusion between the Trump campaign and Russia. Therefore, the code for this tweet is ""No"".",Yes
18,8,CAPT,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,Yes,"The tweet contains the word ""Special Councel"" in all caps, which is a full word in caps and not an acronym. This meets the criteria for a ""Yes"" code in the codebook.",Yes
18,9,INDV,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,Yes,Yes,Yes,"The tweet references Lou Dobbs, an individual person, and therefore should be coded as a ""Yes"" for referencing an individual person.",Yes
18,10,MARG,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,The tweet does not explicitly reference any marginalized group or groups.,No
18,11,INTN,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,Yes,Yes,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It also does not discuss trade or NATO. The tweet is focused on the investigation into collusion between the Trump campaign and Russia, and does not mention any other countries or international issues. Therefore, the code ""No"" is most applicable.",Yes
18,12,PRTY,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,Yes,Yes,"The tweet references the political party ""Dems"" which is a specific term for Democrats. Therefore, it meets the criteria for a ""Yes"" code in the codebook.",Yes
18,13,IMMG,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,"The tweet does not reference immigration in the US, the wall, the southern border, ICE, separation of families, or the travel ban. It is focused on the Special Counsel investigation and the Democrats. Therefore, the most applicable code is ""No"".",No
19,1,HSTG,https://t.co/0a25gApyJ6,No,No,No,"The tweet only contains a hyperlink and no hashtags, so the code for hashtags is not applicable.",No
19,2,ATSN,https://t.co/0a25gApyJ6,No,No,No,"The tweet only contains a hyperlink and no at signs (@), so the code ""No"" is most applicable.",No
19,3,CRIT,https://t.co/0a25gApyJ6,No,No,No,"The tweet is a link and does not contain any text that criticizes another person or idea. Therefore, the code is 'No'.",No
19,4,MEDI,https://t.co/0a25gApyJ6,No,No,No,"The tweet is a link to an article and does not contain any statements about the news media or individual journalists. Therefore, the code ""No"" is most applicable.",
19,5,FAMY,https://t.co/0a25gApyJ6,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",No
19,6,PLCE,https://t.co/0a25gApyJ6,No,No,No,The tweet does not reference the police or individual police officers. It is a link to an article about the economy.,No
19,7,MAGA,https://t.co/0a25gApyJ6,No,No,No,"The tweet contains a link but no text. Therefore, there is no reference to Donald Trump's 2016 campaign slogan or any other relevant topic.",No
19,8,CAPT,https://t.co/0a25gApyJ6,No,No,No,"The tweet only contains a link and no words, let alone any words in all caps. Therefore, the code for words in all caps does not apply.",No
19,9,INDV,https://t.co/0a25gApyJ6,No,No,No,"The tweet does not reference any individual person. It is a link to an external website. Therefore, the code for ""Does this tweet reference an individual person?"" is ""No"".",No
19,10,MARG,https://t.co/0a25gApyJ6,No,No,No,"The tweet is a link to an external website and does not contain any text that references marginalized groups. Therefore, the code is ""No"".",No
19,11,INTN,https://t.co/0a25gApyJ6,No,No,No,"The tweet is a link to an external website and does not contain any text that references international topics outside of the USA. Therefore, the code ""No"" is the most applicable.",Yes
19,12,PRTY,https://t.co/0a25gApyJ6,No,No,No,"The tweet does not reference any US political parties or ideologies. It is simply a link to an external website. Therefore, the code for this tweet is ""No"".",No
19,13,IMMG,https://t.co/0a25gApyJ6,No,No,Yes,"The tweet includes a link to an article about a border wall being built in Arizona, which is a clear reference to immigration and the southern border. Therefore, the most applicable code is ""Yes.""",No
20,1,HSTG,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,There are no hashtags used in this tweet.,No
20,2,ATSN,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,There are no at signs (@) used in this tweet.,No
20,3,CRIT,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,Yes,Yes,No,"The tweet does not criticize another person or idea, but rather discusses the author's thoughts and opinions on the current political climate. Therefore, the most applicable code is ""No"".",Yes
20,4,MEDI,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is focused on the topic of North Korea and the ongoing investigation into collusion and obstruction of justice. Therefore, the code is ""No"".",Yes
